Site	Street Number	Prefix	Street Name	Suffix	Site Modifier Full	Site Lot Number	Site City	Site State	Site Zip5	Initial Meter Set Date
942120285	1340	E	ROSE	LN	UNIT 3		PHOENIX	ARIZONA	85014	5/16/2011 12:00:00 AM
942121280	15033	N	22	LN			PHOENIX	ARIZONA	85023	6/3/2011 12:00:00 AM
942121281	2356	W	TIERRA BUENA	LN			PHOENIX	ARIZONA	85023	10/17/2011 12:00:00 AM
942140286	13818	N	41	LN			PHOENIX	ARIZONA	85053	2/16/2011 12:00:00 AM
942252385	8335	W	JEFFERSON	ST			PEORIA	ARIZONA	85345	5/2/2012 12:00:00 AM
942271287	2563		HILLTOP	RD	PCE	223	PRESCOTT	ARIZONA	86301	7/14/2011 12:00:00 AM
942280287	16627	N	25	ST	APT 31		PHOENIX	ARIZONA	85032	2/9/2011 12:00:00 AM
942308286	29907	W	MCKINLEY	ST		762	BUCKEYE	ARIZONA	85396	5/13/2011 12:00:00 AM
942327283	12035	W	MELINDA	LN		243	SUN CITY	ARIZONA	85373	5/25/2010 12:00:00 AM
942344288	5916	W	RUNNING DEER	TRL		201	PHOENIX	ARIZONA	85083	12/19/2011 12:00:00 AM
942361382	16	N	STAR VALE	DR	LOT 121-1S		PAYSON	ARIZONA	85541	1/14/2011 12:00:00 AM
942381387	821	N	4	AVE	APT 10		PHOENIX	ARIZONA	85003	5/23/2011 12:00:00 AM
942382388	319	W	YUMA	ST			PHOENIX	ARIZONA	85003	7/23/2012 12:00:00 AM
942411382	2710	E	WASHINGTON	ST	MAINT		PHOENIX	ARIZONA	85034	7/15/2011 12:00:00 AM
942426286	44114	N	44	LN		534	NEW RIVER	ARIZONA	85087	6/17/2011 12:00:00 AM
942438280	19211	W	READE	AVE		225	LITCHFIELD PARK	ARIZONA	85340	5/13/2010 12:00:00 AM
942442384	10036	W	JESSIE	LN		69	PEORIA	ARIZONA	85383	3/8/2012 12:00:00 AM
942460282	801	E	NORTH	LN	UNIT 1		PHOENIX	ARIZONA	85020	4/18/2011 12:00:00 AM
942511287	1916	W	MORNINGSIDE	DR	UTRM 1		PHOENIX	ARIZONA	85023	3/9/2011 12:00:00 AM
942522387	2700		MELVILLE	RD	SPC MTA9		PRESCOTT	ARIZONA	86305	10/20/2011 12:00:00 AM
942552387	3900	E	WESTERN	DR	STE B		COTTONWOOD	ARIZONA	86326	1/26/2012 12:00:00 AM
942586285	20460	W	HAMILTON	ST		419	BUCKEYE	ARIZONA	85396	10/6/2011 12:00:00 AM
942598282	354		PALISADES	DR			SEDONA	ARIZONA	86336	9/9/2011 12:00:00 AM
942603383	8332		RIDGE	DR	LOT 3		SHOW LOW	ARIZONA	85901	7/18/2012 12:00:00 AM
942622384	5548	W	BUCKSKIN	TRL		76	PHOENIX	ARIZONA	85083	10/26/2011 12:00:00 AM
942662387	757		SUNDANCE		LOT 67		GLOBE	ARIZONA	85501	3/1/2012 12:00:00 AM
942707281	29079	N	70	AVE		82	PEORIA	ARIZONA	85383	6/27/2012 12:00:00 AM
942709285	18574	W	VOGEL	AVE		304	GOODYEAR	ARIZONA	85338	7/8/2011 12:00:00 AM
942811385	7615	S	BIG BUG MESA	RD			PRESCOTT	ARIZONA	86303	8/17/2010 12:00:00 AM
942819283	9542	W	FRANK	AVE		107	PEORIA	ARIZONA	85382	10/4/2011 12:00:00 AM
942851380	997	E	PINE KNOLL	DR	UNIT 1226		FLAGSTAFF	ARIZONA	86001	3/17/2011 12:00:00 AM
942891384	241		CORONADO CTS		HP		DOUGLAS	ARIZONA	85607	5/26/2011 12:00:00 AM
942898289	9569	W	QUAIL	AVE		71	PEORIA	ARIZONA	85382	1/19/2011 12:00:00 AM
942922385	7143	W	JOMAX	RD	IRRIG		PEORIA	ARIZONA	85383	10/24/2011 12:00:00 AM
942951387	997	E	PINE KNOLL	DR	UNIT 1211		FLAGSTAFF	ARIZONA	86001	3/14/2011 12:00:00 AM
942960384	10387	E	MOUNTAIN VIEW	RD		NEWPATH	SCOTTSDALE	ARIZONA	85258	2/17/2012 12:00:00 AM
942967285	11201	N	EL MIRAGE	RD	LOT F31		EL MIRAGE	ARIZONA	85335	8/24/2011 12:00:00 AM
943021281	3308	W	ORAIBI	DR			PHOENIX	ARIZONA	85027	8/13/2012 12:00:00 AM
943037288	18450	W	CAROL	AVE		847	WADDELL	ARIZONA	85355	11/2/2010 12:00:00 AM
943052383	10026	W	JESSIE	LN		70	PEORIA	ARIZONA	85383	12/19/2011 12:00:00 AM
943158281	20400	N	98	ST		7	SCOTTSDALE	ARIZONA	85255	6/24/2011 12:00:00 AM
943191380	11398	E	CIRCLE	DR	UNIT A		CORNVILLE	ARIZONA	86325	5/24/2011 12:00:00 AM
943207283	7520		MEMORY	LN			PRESCOTT VALLEY	ARIZONA	86315	6/14/2011 12:00:00 AM
943235281	12505	W	REDFIELD	RD		1226	EL MIRAGE	ARIZONA	85335	4/19/2010 12:00:00 AM
943251280	16201	N	9	PL			PHOENIX	ARIZONA	85022	6/2/2010 12:00:00 AM
943260284	11050	N	BILTMORE	DR	APT 2219		PHOENIX	ARIZONA	85029	11/1/2010 12:00:00 AM
943270381	3870	N	CIVIC	DR	UNIT 213		PRESCOTT VALLEY	ARIZONA	86314	9/9/2010 12:00:00 AM
943351387	4342	E	31	PL			YUMA	ARIZONA	85365	2/16/2011 12:00:00 AM
943355283	1842		REEL	WAY	LOT 462		SHOW LOW	ARIZONA	85901	5/21/2010 12:00:00 AM
943431383	3305		KV KACHINA	TRL			FLAGSTAFF	ARIZONA	86001	8/11/2010 12:00:00 AM
943538281	7588		QUAIL	AVE		64	GLENDALE	ARIZONA	85308	2/17/2012 12:00:00 AM
943557283	17950	W	PURDUE	AVE		1455	WADDELL	ARIZONA	85355	5/21/2010 12:00:00 AM
943612285	20634	N	9	ST	SPKLR		PHOENIX	ARIZONA	85024	2/17/2011 12:00:00 AM
943631385	7044	N	57	AVE	QWEST		GLENDALE	ARIZONA	85301	9/17/2010 12:00:00 AM
943638287	3716	E	MATTHEW	DR		62	PHOENIX	ARIZONA	85050	11/29/2011 12:00:00 AM
943707282	21943	W	ANTELOPE	TRL		20	BUCKEYE	ARIZONA	85326	4/23/2012 12:00:00 AM
943720286	512	E	STATE	AVE			PHOENIX	ARIZONA	85020	4/6/2012 12:00:00 AM
943761286	11363	S	HUMMINGBIRD	LN		164	YUMA	ARIZONA	85365	2/2/2012 12:00:00 AM
943761387	4405	N	SADDLEBAG		A		SCOTTSDALE	ARIZONA	85251	3/8/2011 12:00:00 AM
943809286	18582	W	VOGEL	AVE		305	GOODYEAR	ARIZONA	85338	6/24/2010 12:00:00 AM
943838281	9858	E	SOUTH BEND	DR		202	SCOTTSDALE	ARIZONA	85255	4/5/2011 12:00:00 AM
943851381	34399	N	CAVE CREEK	RD			CAVE CREEK	ARIZONA	85331	8/1/2011 12:00:00 AM
943930381	7896		MONTEBELLO	WAY	LOT 28		FLORENCE	ARIZONA	85132	1/15/2010 12:00:00 AM
943937284	20750	N	87	ST	UNIT 1054		SCOTTSDALE	ARIZONA	85255	3/14/2012 12:00:00 AM
943981281	9350	E	PINE VALLEY	RD		17	SCOTTSDALE	ARIZONA	85260	10/11/2011 12:00:00 AM
943987288	13326	W	JESSE RED	DR		6	PEORIA	ARIZONA	85383	3/20/2012 12:00:00 AM
944040284	1824	E	GARDENIA	AVE	APT 273		PHOENIX	ARIZONA	85020	12/1/2011 12:00:00 AM
944042381	20435	N	7	ST	UNIT 1083		PHOENIX	ARIZONA	85024	6/14/2012 12:00:00 AM
944087289	30634	N	129	AVE		50	PEORIA	ARIZONA	85383	11/10/2010 12:00:00 AM
944151382	997	E	PINE KNOLL	DR	UNIT 735		FLAGSTAFF	ARIZONA	86001	1/3/2011 12:00:00 AM
944171281	4444	W	CHAMA	DR		32	GLENDALE	ARIZONA	85310	12/9/2011 12:00:00 AM
944192388	809	N	5	AVE	UNIT 126		PHOENIX	ARIZONA	85003	7/27/2012 12:00:00 AM
944201385	4028	S	SUNFLOWER	DR		104	YUMA	ARIZONA	85365	5/6/2011 12:00:00 AM
944242381	6518	W	RUSHMORE	WAY	LOT 130		FLORENCE	ARIZONA	85132	1/20/2012 12:00:00 AM
944274283	911	E	CAMELBACK	RD	UNIT 2065		PHOENIX	ARIZONA	85014	7/31/2012 12:00:00 AM
944290389	3801	S	COTTON	LN	STE 180		GOODYEAR	ARIZONA	85338	8/14/2010 12:00:00 AM
944344286	15515	W	SKYVIEW	WAY		30	SURPRISE	ARIZONA	85374	3/30/2011 12:00:00 AM
944390383	70772		FIR	AVE			WENDEN	ARIZONA	85357	3/3/2010 12:00:00 AM
944411280	4419	N	SCOTTSDALE	RD			SCOTTSDALE	ARIZONA	85251	5/16/2011 12:00:00 AM
944491387	5708	E	MIRAMONTE	DR			CAVE CREEK	ARIZONA	85331	4/18/2012 12:00:00 AM
944540280	4332	W	YUCCA	ST			GLENDALE	ARIZONA	85304	8/24/2010 12:00:00 AM
944540287	11025	N	45	AVE			GLENDALE	ARIZONA	85304	5/17/2010 12:00:00 AM
944580380	2825		JERRY	ST		16	PRESCOTT	ARIZONA	86301	3/11/2010 12:00:00 AM
944590388	3801	S	COTTON	LN	STE 180		GOODYEAR	ARIZONA	85338	8/13/2010 12:00:00 AM
944601388	2317	S	34	DR	HSE		YUMA	ARIZONA	85364	5/19/2010 12:00:00 AM
944668287	16364	W	BUCHANAN	ST		102	GOODYEAR	ARIZONA	85338	5/6/2010 12:00:00 AM
944689289	2352	E	PERALTA	ST		253	SAN LUIS	ARIZONA	85349	8/20/2012 12:00:00 AM
944690386	953		ESTRELLA	CT		8	PRESCOTT	ARIZONA	86305	6/8/2010 12:00:00 AM
944752382	1525	S	YUMA PALMS	PKWY	HSE		YUMA	ARIZONA	85365	3/12/2012 12:00:00 AM
944799280	475	N	AMANDA AGUIRRE	CT		265	SAN LUIS	ARIZONA	85349	2/3/2010 12:00:00 AM
944812383	133	W	6	ST	UNIT 2830		TEMPE	ARIZONA	85281	8/24/2011 12:00:00 AM
944828282	19257	W	OREGON	AVE		39	LITCHFIELD PARK	ARIZONA	85340	5/29/2012 12:00:00 AM
944852385	3401	W	COLUMBIA	AVE	PEDESTAL		YUMA	ARIZONA	85364	3/29/2012 12:00:00 AM
944881285	746	W	SANDRA	TER		57	PHOENIX	ARIZONA	85023	5/10/2012 12:00:00 AM
944931286	501	E	HARTFORD	AVE		100	PHOENIX	ARIZONA	85022	8/14/2012 12:00:00 AM
944951386	1515	E	BETHANY HOME	RD	STE 154		PHOENIX	ARIZONA	85014	12/15/2010 12:00:00 AM
944980384	3		GC WELL ROWE	RD			GRAND CANYON	ARIZONA	86023	8/3/2010 12:00:00 AM
945010384	18414	W	YOUNG	ST		280	SURPRISE	ARIZONA	85388	9/16/2010 12:00:00 AM
945018283	16089	W	ASHLAND	AVE		284	GOODYEAR	ARIZONA	85395	10/29/2010 12:00:00 AM
945070384	3870	N	CIVIC	DR	UNIT 125		PRESCOTT VALLEY	ARIZONA	86314	9/9/2010 12:00:00 AM
945109281	9567	W	QUAIL	AVE		72	PEORIA	ARIZONA	85382	4/15/2011 12:00:00 AM
945118289	6194	E	46	LN		692	YUMA	ARIZONA	85365	3/25/2011 12:00:00 AM
945156282	15033	W	GLENROSA	AVE		218	GOODYEAR	ARIZONA	85395	4/20/2011 12:00:00 AM
945192381	809	N	5	AVE	UNIT 120		PHOENIX	ARIZONA	85003	7/27/2012 12:00:00 AM
945220289	721		WHETSTINE	AVE			PRESCOTT	ARIZONA	86301	8/11/2011 12:00:00 AM
945277281	13397	N	175	DR		324	SURPRISE	ARIZONA	85388	8/19/2011 12:00:00 AM
945280289	16632	N	29	ST			PHOENIX	ARIZONA	85032	11/29/2011 12:00:00 AM
945289280	3847	E	UDALL	LN		8	SAN LUIS	ARIZONA	85349	8/5/2010 12:00:00 AM
945380380	1820	N	PEBBLECREEK	PKWY			GOODYEAR	ARIZONA	85395	6/2/2010 12:00:00 AM
945391389	390	N	CESAR CHAVEZ	ST			SAN LUIS	ARIZONA	85349	5/18/2011 12:00:00 AM
945460282	1201	E	DESERT COVE	AVE			PHOENIX	ARIZONA	85020	12/6/2010 12:00:00 AM
945490382	4043	S	SUNLIGHT	WAY		31	YUMA	ARIZONA	85365	7/18/2011 12:00:00 AM
945517282	12673	W	DIAZ		LOT 165		ARIZONA CITY	ARIZONA	85123	6/9/2011 12:00:00 AM
945530286	4108	W	WOOD	DR			PHOENIX	ARIZONA	85029	11/22/2011 12:00:00 AM
945540288	2806	W	CACTUS	RD			PHOENIX	ARIZONA	85029	3/19/2010 12:00:00 AM
945540289	3115	W	BLOOMFIELD	RD			PHOENIX	ARIZONA	85029	3/22/2011 12:00:00 AM
945608285	26757	W	YUKON	DR		46	BUCKEYE	ARIZONA	85396	3/2/2011 12:00:00 AM
945667286	402	S	227	CT		412	BUCKEYE	ARIZONA	85326	6/28/2011 12:00:00 AM
945718282	20997	W	RIDGE	RD		927	BUCKEYE	ARIZONA	85396	7/19/2010 12:00:00 AM
945751380	997	E	PINE KNOLL	DR	UNIT 311		FLAGSTAFF	ARIZONA	86001	1/12/2011 12:00:00 AM
945776281	26904	N	24	LN		103	PHOENIX	ARIZONA	85085	4/20/2010 12:00:00 AM
945809281	18590	W	VOGEL	AVE		306	GOODYEAR	ARIZONA	85338	6/30/2010 12:00:00 AM
945840283	14612	S	AVENUE A 1-2				SOMERTON	ARIZONA	85350	5/16/2011 12:00:00 AM
945858287	13958	S	180	AVE		86	GOODYEAR	ARIZONA	85338	11/17/2011 12:00:00 AM
945911386	17034	S	178	AVE		12	GOODYEAR	ARIZONA	85338	9/9/2011 12:00:00 AM
945972386	305	W	YAVAPAI	ST			PHOENIX	ARIZONA	85003	6/8/2012 12:00:00 AM
946012389	100	N	GC HIGHWAY 64				GRAND CANYON	ARIZONA	86023	6/1/2011 12:00:00 AM
946013387	12838	N	24	ST	SHOP		PHOENIX	ARIZONA	85032	8/21/2012 12:00:00 AM
946022283	1989		ST JAMES	PL		277	PRESCOTT	ARIZONA	86301	8/16/2011 12:00:00 AM
946032380	4570	N	CENTRAL	AVE	APT 317		PHOENIX	ARIZONA	85012	10/5/2011 12:00:00 AM
946082388	1332	S	3	AVE			PHOENIX	ARIZONA	85003	8/1/2012 12:00:00 AM
946092383	3930	W	GREENWAY	RD	BLDG B		PHOENIX	ARIZONA	85053	7/16/2012 12:00:00 AM
946121281	6510	N	CENTRAL	AVE			PHOENIX	ARIZONA	85012	1/5/2011 12:00:00 AM
946121288	514	W	OCOTILLO	RD			PHOENIX	ARIZONA	85013	2/1/2010 12:00:00 AM
946150283	1024	E	TOWNLEY	AVE			PHOENIX	ARIZONA	85020	2/23/2011 12:00:00 AM
946152382	14692	W	TIERRA BUENA	LN	TRFSIG		SURPRISE	ARIZONA	85374	2/17/2012 12:00:00 AM
946170383	29645	N	128	LN		2072	PEORIA	ARIZONA	85383	4/18/2012 12:00:00 AM
946330386	27310	N	17	AVE		78	PHOENIX	ARIZONA	85085	8/12/2010 12:00:00 AM
946370385	857	E	DEL RIO	ST		76	CHANDLER	ARIZONA	85225	5/3/2010 12:00:00 AM
946397289	2338	S	170	DR		24	GOODYEAR	ARIZONA	85338	8/15/2012 12:00:00 AM
946397289	2338	S	170	DR		24	GOODYEAR	ARIZONA	85338	4/4/2012 12:00:00 AM
946408284	20242	N	267	LN		31	BUCKEYE	ARIZONA	85396	5/25/2011 12:00:00 AM
946442383	20435	N	7	ST	UNIT 1104		PHOENIX	ARIZONA	85024	6/18/2012 12:00:00 AM
946510388	5419	W	YEARLING	RD		57	PHOENIX	ARIZONA	85083	3/7/2012 12:00:00 AM
946530283	13202	N	32	DR			PHOENIX	ARIZONA	85029	8/24/2011 12:00:00 AM
946531287	10834	S	PEARL	AVE		76	YUMA	ARIZONA	85365	7/9/2010 12:00:00 AM
946595284	16240	N	33	AVE		53	PHOENIX	ARIZONA	85053	10/10/2011 12:00:00 AM
946612283	7701	W	ST JOHN	RD	UNIT 2099		GLENDALE	ARIZONA	85308	8/8/2012 12:00:00 AM
946625283	11608	N	16	PL			PHOENIX	ARIZONA	85020	9/1/2010 12:00:00 AM
946627286	10154	E	35	ST		400	YUMA	ARIZONA	85365	4/6/2012 12:00:00 AM
946760385	21821	N	261	AVE		171	BUCKEYE	ARIZONA	85396	7/8/2011 12:00:00 AM
946807282	1844	N	165	LN		41	GOODYEAR	ARIZONA	85395	12/8/2010 12:00:00 AM
946821387	1890	E	FLORENCE	BLVD	STE 6		CASA GRANDE	ARIZONA	85122	8/13/2010 12:00:00 AM
946842382			MP 978.87				ELOY	ARIZONA	85131	1/5/2012 12:00:00 AM
946842385	1532	E	SHARON	DR		18	PHOENIX	ARIZONA	85022	1/20/2012 12:00:00 AM
946889283	511	S	CHOLLA	AVE		101	SOMERTON	ARIZONA	85350	5/6/2010 12:00:00 AM
946903383	6242	E	BOOTHWYN	ST		1427	PRESCOTT VALLEY	ARIZONA	86314	8/20/2012 12:00:00 AM
946921289	4336	E	BECK	LN		3	PHOENIX	ARIZONA	85032	1/29/2011 12:00:00 AM
946922387	347		BREEZY	RD		57	PRESCOTT	ARIZONA	86301	11/9/2011 12:00:00 AM
946960284	3116	W	VOGEL	AVE	APT J260		PHOENIX	ARIZONA	85051	7/30/2012 12:00:00 AM
946988284	300		OLD WOMAN IN CAVE	DR		22	CAMP VERDE	ARIZONA	86322	5/17/2010 12:00:00 AM
946999284	3736	W	39	ST		18	YUMA	ARIZONA	85365	10/19/2011 12:00:00 AM
947070380	1525	W	INDIAN SCHOOL	RD	APT 13		PHOENIX	ARIZONA	85015	7/20/2012 12:00:00 AM
947071381	707	N	GC PAIUTE	CIR			GRAND CANYON	ARIZONA	86023	6/30/2011 12:00:00 AM
947091283	802	E	ROAD 4 NORTH		CV		CHINO VALLEY	ARIZONA	86323	7/22/2011 12:00:00 AM
947108280	5506	W	QUAIL TRACK	DR		321	PHOENIX	ARIZONA	85083	3/18/2011 12:00:00 AM
947121282	810	W	MARYLAND	AVE	UNIT B		PHOENIX	ARIZONA	85013	9/3/2010 12:00:00 AM
947150283	1123	E	EVA	ST			PHOENIX	ARIZONA	85020	4/29/2011 12:00:00 AM
947157281	20750	N	87	ST	HSE		SCOTTSDALE	ARIZONA	85255	6/30/2010 12:00:00 AM
947206280	27405	N	66	DR		81	PHOENIX	ARIZONA	85083	12/16/2011 12:00:00 AM
947228287	28615	N	252	DR			WITTMANN	ARIZONA	85361	12/6/2011 12:00:00 AM
947231284	4502	E	PARADISE VILLAGE SOUTH	PKWY	APT 3002		PHOENIX	ARIZONA	85032	8/10/2012 12:00:00 AM
947248289	1275	E	UNIVERSITY	DR	UNIT 407		TEMPE	ARIZONA	85281	10/11/2010 12:00:00 AM
947260286	11050	N	BILTMORE	DR	APT 1210		PHOENIX	ARIZONA	85029	7/27/2011 12:00:00 AM
947310289	10888	N	70	ST	APT 110		SCOTTSDALE	ARIZONA	85254	8/6/2012 12:00:00 AM
947331282	2910	W	MARCONI	AVE	UNIT 202		PHOENIX	ARIZONA	85053	10/10/2011 12:00:00 AM
947338285	7583		TRAILS	DR	JSP 6288	80	GLENDALE	ARIZONA	85308	8/4/2012 12:00:00 AM
947339282	22919	N	41	ST		225	PHOENIX	ARIZONA	85050	1/15/2010 12:00:00 AM
947357286	18239	W	VOGEL	AVE		1143	WADDELL	ARIZONA	85355	6/11/2012 12:00:00 AM
947412382	1450		CHERRY	LN			CAMP VERDE	ARIZONA	86322	3/3/2012 12:00:00 AM
947428286	18266	W	ADDIE	LN		710	SURPRISE	ARIZONA	85374	7/27/2011 12:00:00 AM
947452384	19307	W	MORNING GLORY	DR		437	BUCKEYE	ARIZONA	85326	6/21/2012 12:00:00 AM
947460382	3870	N	CIVIC	DR	UNIT 202		PRESCOTT VALLEY	ARIZONA	86314	8/3/2010 12:00:00 AM
947530282	13809	N	30	DR			PHOENIX	ARIZONA	85053	8/31/2011 12:00:00 AM
947530288	13441	N	31	DR			PHOENIX	ARIZONA	85029	11/15/2011 12:00:00 AM
947602388	675	S	WATSON	RD	STE 102		BUCKEYE	ARIZONA	85326	6/23/2011 12:00:00 AM
947608280	2488	N	160	AVE		278	GOODYEAR	ARIZONA	85395	2/9/2012 12:00:00 AM
947767284	18009	W	IVY	LN		54	SURPRISE	ARIZONA	85388	5/17/2011 12:00:00 AM
947816280	20702	N	LAKE PLEASANT	RD	UNIT 1138		PEORIA	ARIZONA	85382	8/6/2012 12:00:00 AM
947825284	4540	W	BRAIDED REIN			10	FLAGSTAFF	ARIZONA	86001	10/24/2011 12:00:00 AM
947839289	23313	N	41	ST		243	PHOENIX	ARIZONA	85050	6/15/2010 12:00:00 AM
947842385	2250	E	THOMAS	RD			PHOENIX	ARIZONA	85016	1/12/2012 12:00:00 AM
947980287	12818	N	19	AVE			PHOENIX	ARIZONA	85029	5/2/2011 12:00:00 AM
948020287	4726	W	CONTINENTAL	DR	SPR		GLENDALE	ARIZONA	85308	3/15/2011 12:00:00 AM
948076288	10432	W	CARLOTA	LN		77	PEORIA	ARIZONA	85383	5/4/2010 12:00:00 AM
948130384	27306	N	17	AVE		79	PHOENIX	ARIZONA	85085	7/12/2010 12:00:00 AM
948150282	8809	N	11	PL			PHOENIX	ARIZONA	85020	4/30/2012 12:00:00 AM
948200280	3135	W	KINGS	AVE			PHOENIX	ARIZONA	85053	4/18/2012 12:00:00 AM
948251384	31806		CIENEGA SPRINGS		SPC 70		PARKER	ARIZONA	85344	11/16/2010 12:00:00 AM
948269282	1409	E	BUTLER	AVE	CELL C		FLAGSTAFF	ARIZONA	86001	6/14/2010 12:00:00 AM
948271385	127		BRADSHAW	DR	APT 108		PRESCOTT	ARIZONA	86303	3/24/2011 12:00:00 AM
948280280	6801	N	57	AVE			GLENDALE	ARIZONA	85301	6/4/2012 12:00:00 AM
948331284	5528	E	HILLERY	DR		14	SCOTTSDALE	ARIZONA	85254	8/15/2012 12:00:00 AM
948339282	23317	N	41	ST		244	PHOENIX	ARIZONA	85050	5/16/2011 12:00:00 AM
948410287	6315	N	16	ST	UNIT 229		PHOENIX	ARIZONA	85016	2/15/2012 12:00:00 AM
948418287	17819	W	CHARTER OAK	RD		953	SURPRISE	ARIZONA	85388	5/30/2012 12:00:00 AM
948422386	20435	N	7	ST	TEMPY 1		PHOENIX	ARIZONA	85024	4/25/2012 12:00:00 AM
948422386	20435	N	7	ST	TEMPY 1		PHOENIX	ARIZONA	85024	9/19/2011 12:00:00 AM
948480388	3060	W	DEER VALLEY	RD			PHOENIX	ARIZONA	85027	4/23/2010 12:00:00 AM
948489285	1481	N	AVENIDA SERENIDAD	AVE		55	SOMERTON	ARIZONA	85350	6/8/2012 12:00:00 AM
948542388	26		OREGON		TRLR		QUARTZSITE	ARIZONA	85346	11/30/2011 12:00:00 AM
948610385	4611	E	SHEA	BLVD	STE 110		PHOENIX	ARIZONA	85028	12/20/2010 12:00:00 AM
948731382	13803	N	99	AVE	QWEST		SUN CITY	ARIZONA	85351	11/4/2010 12:00:00 AM
948740385	21529	W	HIGHLANDS	DR		563	BUCKEYE	ARIZONA	85396	1/13/2012 12:00:00 AM
948751386	997	E	PINE KNOLL	DR	UNIT 216		FLAGSTAFF	ARIZONA	86001	3/17/2011 12:00:00 AM
948769287	3400	S	AVENUE 7E		UNIT 173		YUMA	ARIZONA	85365	11/18/2010 12:00:00 AM
948781285	16414	N	8	AVE		44	PHOENIX	ARIZONA	85023	8/4/2010 12:00:00 AM
948782382	155	S	MERRITT RANCH	RD			CORNVILLE	ARIZONA	86325	6/22/2012 12:00:00 AM
948812289	13192	E	55	ST		6723	YUMA	ARIZONA	85367	3/22/2011 12:00:00 AM
948822389	4570	N	CENTRAL	AVE	APT 203		PHOENIX	ARIZONA	85012	10/5/2011 12:00:00 AM
948841381	15430	N	25	ST	UNIT 103		PHOENIX	ARIZONA	85032	11/4/2010 12:00:00 AM
948851388	997	E	PINE KNOLL	DR	UNIT 1222		FLAGSTAFF	ARIZONA	86001	3/14/2011 12:00:00 AM
948880288	2015	W	CACTUS	RD	APT 141		PHOENIX	ARIZONA	85029	5/21/2012 12:00:00 AM
948880288	2015	W	CACTUS	RD	APT 141		PHOENIX	ARIZONA	85029	11/19/2010 12:00:00 AM
948908280	2444	N	HERITAGE	ST	3709 JSP	524	BUCKEYE	ARIZONA	85396	8/17/2012 12:00:00 AM
948918286	11250	E	HIGHWAY 69		SPC 2128		DEWEY	ARIZONA	86327	1/29/2010 12:00:00 AM
948921289	13822	N	41	LN		109	PHOENIX	ARIZONA	85053	2/26/2010 12:00:00 AM
948971387	8809		YAQUI	LOOP			PARKER	ARIZONA	85344	3/15/2011 12:00:00 AM
949012389	133	W	6	ST	UNIT 2930		TEMPE	ARIZONA	85281	8/24/2011 12:00:00 AM
949020286	6108	N	14	ST			PHOENIX	ARIZONA	85014	12/5/2011 12:00:00 AM
949037280	12230	W	PATRICK	CT		207	SUN CITY	ARIZONA	85373	7/14/2010 12:00:00 AM
949070286	588	N	DELAWARE	ST			CHANDLER	ARIZONA	85225	5/12/2011 12:00:00 AM
949191284	13255	N	13	PL		106	PHOENIX	ARIZONA	85022	4/27/2012 12:00:00 AM
949200280	3361	W	GRANDVIEW	RD			PHOENIX	ARIZONA	85053	3/16/2012 12:00:00 AM
949200287	3425	W	PHELPS	RD			PHOENIX	ARIZONA	85053	4/14/2010 12:00:00 AM
949227280	7015	E	29	ST	STE 103		YUMA	ARIZONA	85365	2/8/2012 12:00:00 AM
949251389	110		HWY 70 INDIAN ROUTE				GLOBE	ARIZONA	85501	11/29/2010 12:00:00 AM
949266283	16437	W	HOLLY	ST		75	GOODYEAR	ARIZONA	85395	6/15/2010 12:00:00 AM
949360281	1425	E	DESERT COVE	AVE	APT 33		PHOENIX	ARIZONA	85020	7/1/2010 12:00:00 AM
949360285	814	E	IRONWOOD	DR	APT 3		PHOENIX	ARIZONA	85020	6/22/2010 12:00:00 AM
949360382	9506	N	381	AVE			BUCKEYE	ARIZONA	85326	4/2/2010 12:00:00 AM
949419286	9538	W	FRANK	AVE		108	PEORIA	ARIZONA	85382	7/27/2011 12:00:00 AM
949562388	550	S	AMANTE	DR			CORNVILLE	ARIZONA	86325	7/25/2012 12:00:00 AM
949580383	1725	W	WILLIAMS	DR	STE 66		PHOENIX	ARIZONA	85027	2/4/2010 12:00:00 AM
949597289	6345	E	44	ST		451	YUMA	ARIZONA	85365	6/22/2011 12:00:00 AM
949607285	20744	W	HAMILTON	ST		609	BUCKEYE	ARIZONA	85396	4/8/2011 12:00:00 AM
949618283	6345	E	46	PL		710	YUMA	ARIZONA	85365	8/20/2012 12:00:00 AM
949618289	11250	E	HIGHWAY 69		SPC 2129		DEWEY	ARIZONA	86327	1/29/2010 12:00:00 AM
949621386	10	W	BIG CHINO	RD	STE C		PAULDEN	ARIZONA	86334	9/10/2010 12:00:00 AM
949640386	1320	S	UNION	AVE		647	SOMERTON	ARIZONA	85350	6/17/2010 12:00:00 AM
949651383	1859	S	4	AVE	STE 102		YUMA	ARIZONA	85364	12/16/2010 12:00:00 AM
949722387	5528	W	BUCKSKIN	TRL		81	PHOENIX	ARIZONA	85083	5/11/2012 12:00:00 AM
949832386	20435	N	7	ST	UNIT 2072		PHOENIX	ARIZONA	85024	3/21/2012 12:00:00 AM
949858281	18025	W	CASSIA	WAY		87	GOODYEAR	ARIZONA	85338	8/2/2011 12:00:00 AM
949951387	15855	N	BOSWELL	BLVD	QWEST		SUN CITY	ARIZONA	85351	12/21/2010 12:00:00 AM
949958286	18280	W	THISTLE LANDING	DR		81	GOODYEAR	ARIZONA	85338	6/24/2011 12:00:00 AM
